id,date,store_nbr,family,sales,onpromotion
535,2013-01-01,24,CLEANING,0.0,0
536,2013-01-01,24,DAIRY,0.0,0
537,2013-01-01,24,DELI,0.0,0
538,2013-01-01,24,EGGS,0.0,0
539,2013-01-01,24,FROZEN FOODS,0.0,0
540,2013-01-01,24,GROCERY I,0.0,0
541,2013-01-01,24,GROCERY II,0.0,0
542,2013-01-01,24,HARDWARE,0.0,0
543,2013-01-01,24,HOME AND KITCHEN I,0.0,0
544,2013-01-01,24,HOME AND KITCHEN II,0.0,0
545,2013-01-01,24,HOME APPLIANCES,0.0,0
546,2013-01-01,24,HOME CARE,0.0,0
547,2013-01-01,24,LADIESWEAR,0.0,0
548,2013-01-01,24,LAWN AND GARDEN,0.0,0
549,2013-01-01,24,LINGERIE,0.0,0
550,2013-01-01,24,"LIQUOR,WINE,BEER",0.0,0
551,2013-01-01,24,MAGAZINES,0.0,0
552,2013-01-01,24,MEATS,0.0,0
553,2013-01-01,24,PERSONAL CARE,0.0,0
554,2013-01-01,24,PET SUPPLIES,0.0,0
555,2013-01-01,24,PLAYERS AND ELECTRONICS,0.0,0
556,2013-01-01,24,POULTRY,0.0,0
557,2013-01-01,24,PREPARED FOODS,0.0,0
558,2013-01-01,24,PRODUCE,0.0,0
559,2013-01-01,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
560,2013-01-01,24,SEAFOOD,0.0,0
561,2013-01-01,25,AUTOMOTIVE,0.0,0
562,2013-01-01,25,BABY CARE,0.0,0
563,2013-01-01,25,BEAUTY,2.0,0
564,2013-01-01,25,BEVERAGES,810.0,0
565,2013-01-01,25,BOOKS,0.0,0
566,2013-01-01,25,BREAD/BAKERY,180.589,0
567,2013-01-01,25,CELEBRATION,0.0,0
568,2013-01-01,25,CLEANING,186.0,0
569,2013-01-01,25,DAIRY,143.0,0
570,2013-01-01,25,DELI,71.09,0
571,2013-01-01,25,EGGS,46.0,0
572,2013-01-01,25,FROZEN FOODS,29.654999,0
573,2013-01-01,25,GROCERY I,700.0,0
574,2013-01-01,25,GROCERY II,15.0,0
575,2013-01-01,25,HARDWARE,0.0,0
576,2013-01-01,25,HOME AND KITCHEN I,0.0,0
577,2013-01-01,25,HOME AND KITCHEN II,0.0,0
578,2013-01-01,25,HOME APPLIANCES,0.0,0
579,2013-01-01,25,HOME CARE,0.0,0
580,2013-01-01,25,LADIESWEAR,0.0,0
581,2013-01-01,25,LAWN AND GARDEN,2.0,0
582,2013-01-01,25,LINGERIE,5.0,0
583,2013-01-01,25,"LIQUOR,WINE,BEER",105.0,0
584,2013-01-01,25,MAGAZINES,0.0,0
585,2013-01-01,25,MEATS,110.801,0
586,2013-01-01,25,PERSONAL CARE,25.0,0
587,2013-01-01,25,PET SUPPLIES,0.0,0
588,2013-01-01,25,PLAYERS AND ELECTRONICS,0.0,0
589,2013-01-01,25,POULTRY,42.637,0
590,2013-01-01,25,PREPARED FOODS,37.847,0
591,2013-01-01,25,PRODUCE,0.0,0
592,2013-01-01,25,SCHOOL AND OFFICE SUPPLIES,0.0,0
593,2013-01-01,25,SEAFOOD,0.0,0
594,2013-01-01,26,AUTOMOTIVE,0.0,0
595,2013-01-01,26,BABY CARE,0.0,0
596,2013-01-01,26,BEAUTY,0.0,0
597,2013-01-01,26,BEVERAGES,0.0,0
598,2013-01-01,26,BOOKS,0.0,0
599,2013-01-01,26,BREAD/BAKERY,0.0,0
600,2013-01-01,26,CELEBRATION,0.0,0
601,2013-01-01,26,CLEANING,0.0,0
602,2013-01-01,26,DAIRY,0.0,0
603,2013-01-01,26,DELI,0.0,0
604,2013-01-01,26,EGGS,0.0,0
605,2013-01-01,26,FROZEN FOODS,0.0,0
606,2013-01-01,26,GROCERY I,0.0,0
607,2013-01-01,26,GROCERY II,0.0,0
608,2013-01-01,26,HARDWARE,0.0,0
609,2013-01-01,26,HOME AND KITCHEN I,0.0,0
610,2013-01-01,26,HOME AND KITCHEN II,0.0,0
611,2013-01-01,26,HOME APPLIANCES,0.0,0
612,2013-01-01,26,HOME CARE,0.0,0
613,2013-01-01,26,LADIESWEAR,0.0,0
614,2013-01-01,26,LAWN AND GARDEN,0.0,0
615,2013-01-01,26,LINGERIE,0.0,0
616,2013-01-01,26,"LIQUOR,WINE,BEER",0.0,0
617,2013-01-01,26,MAGAZINES,0.0,0
618,2013-01-01,26,MEATS,0.0,0
619,2013-01-01,26,PERSONAL CARE,0.0,0
620,2013-01-01,26,PET SUPPLIES,0.0,0
621,2013-01-01,26,PLAYERS AND ELECTRONICS,0.0,0
622,2013-01-01,26,POULTRY,0.0,0
623,2013-01-01,26,PREPARED FOODS,0.0,0
624,2013-01-01,26,PRODUCE,0.0,0
625,2013-01-01,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
626,2013-01-01,26,SEAFOOD,0.0,0
627,2013-01-01,27,AUTOMOTIVE,0.0,0
628,2013-01-01,27,BABY CARE,0.0,0
629,2013-01-01,27,BEAUTY,0.0,0
630,2013-01-01,27,BEVERAGES,0.0,0
631,2013-01-01,27,BOOKS,0.0,0
632,2013-01-01,27,BREAD/BAKERY,0.0,0
633,2013-01-01,27,CELEBRATION,0.0,0
634,2013-01-01,27,CLEANING,0.0,0
635,2013-01-01,27,DAIRY,0.0,0
636,2013-01-01,27,DELI,0.0,0
637,2013-01-01,27,EGGS,0.0,0
638,2013-01-01,27,FROZEN FOODS,0.0,0
639,2013-01-01,27,GROCERY I,0.0,0
640,2013-01-01,27,GROCERY II,0.0,0
641,2013-01-01,27,HARDWARE,0.0,0
642,2013-01-01,27,HOME AND KITCHEN I,0.0,0
643,2013-01-01,27,HOME AND KITCHEN II,0.0,0
644,2013-01-01,27,HOME APPLIANCES,0.0,0
645,2013-01-01,27,HOME CARE,0.0,0
646,2013-01-01,27,LADIESWEAR,0.0,0
647,2013-01-01,27,LAWN AND GARDEN,0.0,0
648,2013-01-01,27,LINGERIE,0.0,0
649,2013-01-01,27,"LIQUOR,WINE,BEER",0.0,0
650,2013-01-01,27,MAGAZINES,0.0,0
651,2013-01-01,27,MEATS,0.0,0
652,2013-01-01,27,PERSONAL CARE,0.0,0
653,2013-01-01,27,PET SUPPLIES,0.0,0
654,2013-01-01,27,PLAYERS AND ELECTRONICS,0.0,0
655,2013-01-01,27,POULTRY,0.0,0
656,2013-01-01,27,PREPARED FOODS,0.0,0
657,2013-01-01,27,PRODUCE,0.0,0
658,2013-01-01,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
659,2013-01-01,27,SEAFOOD,0.0,0
660,2013-01-01,28,AUTOMOTIVE,0.0,0
661,2013-01-01,28,BABY CARE,0.0,0
662,2013-01-01,28,BEAUTY,0.0,0
663,2013-01-01,28,BEVERAGES,0.0,0
664,2013-01-01,28,BOOKS,0.0,0
665,2013-01-01,28,BREAD/BAKERY,0.0,0
666,2013-01-01,28,CELEBRATION,0.0,0
667,2013-01-01,28,CLEANING,0.0,0
668,2013-01-01,28,DAIRY,0.0,0
669,2013-01-01,28,DELI,0.0,0
670,2013-01-01,28,EGGS,0.0,0
671,2013-01-01,28,FROZEN FOODS,0.0,0
672,2013-01-01,28,GROCERY I,0.0,0
673,2013-01-01,28,GROCERY II,0.0,0
674,2013-01-01,28,HARDWARE,0.0,0
675,2013-01-01,28,HOME AND KITCHEN I,0.0,0
676,2013-01-01,28,HOME AND KITCHEN II,0.0,0
677,2013-01-01,28,HOME APPLIANCES,0.0,0
678,2013-01-01,28,HOME CARE,0.0,0
679,2013-01-01,28,LADIESWEAR,0.0,0
680,2013-01-01,28,LAWN AND GARDEN,0.0,0
681,2013-01-01,28,LINGERIE,0.0,0
682,2013-01-01,28,"LIQUOR,WINE,BEER",0.0,0
683,2013-01-01,28,MAGAZINES,0.0,0
684,2013-01-01,28,MEATS,0.0,0
685,2013-01-01,28,PERSONAL CARE,0.0,0
686,2013-01-01,28,PET SUPPLIES,0.0,0
687,2013-01-01,28,PLAYERS AND ELECTRONICS,0.0,0
688,2013-01-01,28,POULTRY,0.0,0
689,2013-01-01,28,PREPARED FOODS,0.0,0
690,2013-01-01,28,PRODUCE,0.0,0
691,2013-01-01,28,SCHOOL AND OFFICE SUPPLIES,0.0,0
692,2013-01-01,28,SEAFOOD,0.0,0
693,2013-01-01,29,AUTOMOTIVE,0.0,0
694,2013-01-01,29,BABY CARE,0.0,0
695,2013-01-01,29,BEAUTY,0.0,0
696,2013-01-01,29,BEVERAGES,0.0,0
697,2013-01-01,29,BOOKS,0.0,0
698,2013-01-01,29,BREAD/BAKERY,0.0,0
699,2013-01-01,29,CELEBRATION,0.0,0
700,2013-01-01,29,CLEANING,0.0,0
701,2013-01-01,29,DAIRY,0.0,0
702,2013-01-01,29,DELI,0.0,0
703,2013-01-01,29,EGGS,0.0,0
704,2013-01-01,29,FROZEN FOODS,0.0,0
705,2013-01-01,29,GROCERY I,0.0,0
706,2013-01-01,29,GROCERY II,0.0,0
707,2013-01-01,29,HARDWARE,0.0,0
708,2013-01-01,29,HOME AND KITCHEN I,0.0,0
709,2013-01-01,29,HOME AND KITCHEN II,0.0,0
710,2013-01-01,29,HOME APPLIANCES,0.0,0
711,2013-01-01,29,HOME CARE,0.0,0
712,2013-01-01,29,LADIESWEAR,0.0,0
713,2013-01-01,29,LAWN AND GARDEN,0.0,0
714,2013-01-01,29,LINGERIE,0.0,0
715,2013-01-01,29,"LIQUOR,WINE,BEER",0.0,0
716,2013-01-01,29,MAGAZINES,0.0,0
717,2013-01-01,29,MEATS,0.0,0
718,2013-01-01,29,PERSONAL CARE,0.0,0
719,2013-01-01,29,PET SUPPLIES,0.0,0
720,2013-01-01,29,PLAYERS AND ELECTRONICS,0.0,0
721,2013-01-01,29,POULTRY,0.0,0
722,2013-01-01,29,PREPARED FOODS,0.0,0
723,2013-01-01,29,PRODUCE,0.0,0
724,2013-01-01,29,SCHOOL AND OFFICE SUPPLIES,0.0,0
725,2013-01-01,29,SEAFOOD,0.0,0
726,2013-01-01,3,AUTOMOTIVE,0.0,0
727,2013-01-01,3,BABY CARE,0.0,0
728,2013-01-01,3,BEAUTY,0.0,0
729,2013-01-01,3,BEVERAGES,0.0,0
730,2013-01-01,3,BOOKS,0.0,0
731,2013-01-01,3,BREAD/BAKERY,0.0,0
732,2013-01-01,3,CELEBRATION,0.0,0
733,2013-01-01,3,CLEANING,0.0,0
734,2013-01-01,3,DAIRY,0.0,0
735,2013-01-01,3,DELI,0.0,0
736,2013-01-01,3,EGGS,0.0,0
737,2013-01-01,3,FROZEN FOODS,0.0,0
738,2013-01-01,3,GROCERY I,0.0,0
739,2013-01-01,3,GROCERY II,0.0,0
740,2013-01-01,3,HARDWARE,0.0,0
741,2013-01-01,3,HOME AND KITCHEN I,0.0,0
742,2013-01-01,3,HOME AND KITCHEN II,0.0,0
743,2013-01-01,3,HOME APPLIANCES,0.0,0
744,2013-01-01,3,HOME CARE,0.0,0
745,2013-01-01,3,LADIESWEAR,0.0,0
746,2013-01-01,3,LAWN AND GARDEN,0.0,0
747,2013-01-01,3,LINGERIE,0.0,0
748,2013-01-01,3,"LIQUOR,WINE,BEER",0.0,0
749,2013-01-01,3,MAGAZINES,0.0,0
750,2013-01-01,3,MEATS,0.0,0
751,2013-01-01,3,PERSONAL CARE,0.0,0
752,2013-01-01,3,PET SUPPLIES,0.0,0
753,2013-01-01,3,PLAYERS AND ELECTRONICS,0.0,0
754,2013-01-01,3,POULTRY,0.0,0
755,2013-01-01,3,PREPARED FOODS,0.0,0
756,2013-01-01,3,PRODUCE,0.0,0
757,2013-01-01,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
758,2013-01-01,3,SEAFOOD,0.0,0
759,2013-01-01,30,AUTOMOTIVE,0.0,0
760,2013-01-01,30,BABY CARE,0.0,0
761,2013-01-01,30,BEAUTY,0.0,0
762,2013-01-01,30,BEVERAGES,0.0,0
763,2013-01-01,30,BOOKS,0.0,0
764,2013-01-01,30,BREAD/BAKERY,0.0,0
765,2013-01-01,30,CELEBRATION,0.0,0
766,2013-01-01,30,CLEANING,0.0,0
767,2013-01-01,30,DAIRY,0.0,0
768,2013-01-01,30,DELI,0.0,0
769,2013-01-01,30,EGGS,0.0,0
770,2013-01-01,30,FROZEN FOODS,0.0,0
771,2013-01-01,30,GROCERY I,0.0,0
772,2013-01-01,30,GROCERY II,0.0,0
773,2013-01-01,30,HARDWARE,0.0,0
774,2013-01-01,30,HOME AND KITCHEN I,0.0,0
775,2013-01-01,30,HOME AND KITCHEN II,0.0,0
776,2013-01-01,30,HOME APPLIANCES,0.0,0
777,2013-01-01,30,HOME CARE,0.0,0
778,2013-01-01,30,LADIESWEAR,0.0,0
779,2013-01-01,30,LAWN AND GARDEN,0.0,0
780,2013-01-01,30,LINGERIE,0.0,0
781,2013-01-01,30,"LIQUOR,WINE,BEER",0.0,0
782,2013-01-01,30,MAGAZINES,0.0,0
783,2013-01-01,30,MEATS,0.0,0
784,2013-01-01,30,PERSONAL CARE,0.0,0
785,2013-01-01,30,PET SUPPLIES,0.0,0
786,2013-01-01,30,PLAYERS AND ELECTRONICS,0.0,0
787,2013-01-01,30,POULTRY,0.0,0
788,2013-01-01,30,PREPARED FOODS,0.0,0
789,2013-01-01,30,PRODUCE,0.0,0
790,2013-01-01,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
791,2013-01-01,30,SEAFOOD,0.0,0
792,2013-01-01,31,AUTOMOTIVE,0.0,0
793,2013-01-01,31,BABY CARE,0.0,0
794,2013-01-01,31,BEAUTY,0.0,0
795,2013-01-01,31,BEVERAGES,0.0,0
796,2013-01-01,31,BOOKS,0.0,0
797,2013-01-01,31,BREAD/BAKERY,0.0,0
798,2013-01-01,31,CELEBRATION,0.0,0
799,2013-01-01,31,CLEANING,0.0,0
800,2013-01-01,31,DAIRY,0.0,0
801,2013-01-01,31,DELI,0.0,0
802,2013-01-01,31,EGGS,0.0,0
803,2013-01-01,31,FROZEN FOODS,0.0,0
804,2013-01-01,31,GROCERY I,0.0,0
805,2013-01-01,31,GROCERY II,0.0,0
806,2013-01-01,31,HARDWARE,0.0,0
807,2013-01-01,31,HOME AND KITCHEN I,0.0,0
808,2013-01-01,31,HOME AND KITCHEN II,0.0,0
809,2013-01-01,31,HOME APPLIANCES,0.0,0
810,2013-01-01,31,HOME CARE,0.0,0
811,2013-01-01,31,LADIESWEAR,0.0,0
812,2013-01-01,31,LAWN AND GARDEN,0.0,0
813,2013-01-01,31,LINGERIE,0.0,0
814,2013-01-01,31,"LIQUOR,WINE,BEER",0.0,0
815,2013-01-01,31,MAGAZINES,0.0,0
816,2013-01-01,31,MEATS,0.0,0
817,2013-01-01,31,PERSONAL CARE,0.0,0
818,2013-01-01,31,PET SUPPLIES,0.0,0
819,2013-01-01,31,PLAYERS AND ELECTRONICS,0.0,0
820,2013-01-01,31,POULTRY,0.0,0
821,2013-01-01,31,PREPARED FOODS,0.0,0
822,2013-01-01,31,PRODUCE,0.0,0
823,2013-01-01,31,SCHOOL AND OFFICE SUPPLIES,0.0,0
824,2013-01-01,31,SEAFOOD,0.0,0
825,2013-01-01,32,AUTOMOTIVE,0.0,0
826,2013-01-01,32,BABY CARE,0.0,0
827,2013-01-01,32,BEAUTY,0.0,0
828,2013-01-01,32,BEVERAGES,0.0,0
829,2013-01-01,32,BOOKS,0.0,0
830,2013-01-01,32,BREAD/BAKERY,0.0,0
831,2013-01-01,32,CELEBRATION,0.0,0
832,2013-01-01,32,CLEANING,0.0,0
833,2013-01-01,32,DAIRY,0.0,0
834,2013-01-01,32,DELI,0.0,0
835,2013-01-01,32,EGGS,0.0,0
836,2013-01-01,32,FROZEN FOODS,0.0,0
837,2013-01-01,32,GROCERY I,0.0,0
838,2013-01-01,32,GROCERY II,0.0,0
839,2013-01-01,32,HARDWARE,0.0,0
840,2013-01-01,32,HOME AND KITCHEN I,0.0,0
841,2013-01-01,32,HOME AND KITCHEN II,0.0,0
842,2013-01-01,32,HOME APPLIANCES,0.0,0
843,2013-01-01,32,HOME CARE,0.0,0
844,2013-01-01,32,LADIESWEAR,0.0,0
845,2013-01-01,32,LAWN AND GARDEN,0.0,0
846,2013-01-01,32,LINGERIE,0.0,0
847,2013-01-01,32,"LIQUOR,WINE,BEER",0.0,0
848,2013-01-01,32,MAGAZINES,0.0,0
849,2013-01-01,32,MEATS,0.0,0
850,2013-01-01,32,PERSONAL CARE,0.0,0
851,2013-01-01,32,PET SUPPLIES,0.0,0
852,2013-01-01,32,PLAYERS AND ELECTRONICS,0.0,0
853,2013-01-01,32,POULTRY,0.0,0
854,2013-01-01,32,PREPARED FOODS,0.0,0
855,2013-01-01,32,PRODUCE,0.0,0
856,2013-01-01,32,SCHOOL AND OFFICE SUPPLIES,0.0,0
857,2013-01-01,32,SEAFOOD,0.0,0
858,2013-01-01,33,AUTOMOTIVE,0.0,0
859,2013-01-01,33,BABY CARE,0.0,0
860,2013-01-01,33,BEAUTY,0.0,0
861,2013-01-01,33,BEVERAGES,0.0,0
862,2013-01-01,33,BOOKS,0.0,0
863,2013-01-01,33,BREAD/BAKERY,0.0,0
864,2013-01-01,33,CELEBRATION,0.0,0
865,2013-01-01,33,CLEANING,0.0,0
866,2013-01-01,33,DAIRY,0.0,0
867,2013-01-01,33,DELI,0.0,0
868,2013-01-01,33,EGGS,0.0,0
869,2013-01-01,33,FROZEN FOODS,0.0,0
870,2013-01-01,33,GROCERY I,0.0,0
871,2013-01-01,33,GROCERY II,0.0,0
872,2013-01-01,33,HARDWARE,0.0,0
873,2013-01-01,33,HOME AND KITCHEN I,0.0,0
874,2013-01-01,33,HOME AND KITCHEN II,0.0,0
875,2013-01-01,33,HOME APPLIANCES,0.0,0
876,2013-01-01,33,HOME CARE,0.0,0
877,2013-01-01,33,LADIESWEAR,0.0,0
878,2013-01-01,33,LAWN AND GARDEN,0.0,0
879,2013-01-01,33,LINGERIE,0.0,0
880,2013-01-01,33,"LIQUOR,WINE,BEER",0.0,0
881,2013-01-01,33,MAGAZINES,0.0,0
882,2013-01-01,33,MEATS,0.0,0
883,2013-01-01,33,PERSONAL CARE,0.0,0
884,2013-01-01,33,PET SUPPLIES,0.0,0
885,2013-01-01,33,PLAYERS AND ELECTRONICS,0.0,0
886,2013-01-01,33,POULTRY,0.0,0
887,2013-01-01,33,PREPARED FOODS,0.0,0
888,2013-01-01,33,PRODUCE,0.0,0
889,2013-01-01,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
890,2013-01-01,33,SEAFOOD,0.0,0
891,2013-01-01,34,AUTOMOTIVE,0.0,0
892,2013-01-01,34,BABY CARE,0.0,0
893,2013-01-01,34,BEAUTY,0.0,0
894,2013-01-01,34,BEVERAGES,0.0,0
895,2013-01-01,34,BOOKS,0.0,0
896,2013-01-01,34,BREAD/BAKERY,0.0,0
897,2013-01-01,34,CELEBRATION,0.0,0
898,2013-01-01,34,CLEANING,0.0,0
899,2013-01-01,34,DAIRY,0.0,0
900,2013-01-01,34,DELI,0.0,0
901,2013-01-01,34,EGGS,0.0,0
902,2013-01-01,34,FROZEN FOODS,0.0,0
903,2013-01-01,34,GROCERY I,0.0,0
904,2013-01-01,34,GROCERY II,0.0,0
905,2013-01-01,34,HARDWARE,0.0,0
906,2013-01-01,34,HOME AND KITCHEN I,0.0,0
907,2013-01-01,34,HOME AND KITCHEN II,0.0,0
908,2013-01-01,34,HOME APPLIANCES,0.0,0
909,2013-01-01,34,HOME CARE,0.0,0
910,2013-01-01,34,LADIESWEAR,0.0,0
911,2013-01-01,34,LAWN AND GARDEN,0.0,0
912,2013-01-01,34,LINGERIE,0.0,0
913,2013-01-01,34,"LIQUOR,WINE,BEER",0.0,0
914,2013-01-01,34,MAGAZINES,0.0,0
915,2013-01-01,34,MEATS,0.0,0
916,2013-01-01,34,PERSONAL CARE,0.0,0
917,2013-01-01,34,PET SUPPLIES,0.0,0
918,2013-01-01,34,PLAYERS AND ELECTRONICS,0.0,0
919,2013-01-01,34,POULTRY,0.0,0
920,2013-01-01,34,PREPARED FOODS,0.0,0
921,2013-01-01,34,PRODUCE,0.0,0
922,2013-01-01,34,SCHOOL AND OFFICE SUPPLIES,0.0,0
923,2013-01-01,34,SEAFOOD,0.0,0
924,2013-01-01,35,AUTOMOTIVE,0.0,0
925,2013-01-01,35,BABY CARE,0.0,0
926,2013-01-01,35,BEAUTY,0.0,0
927,2013-01-01,35,BEVERAGES,0.0,0
928,2013-01-01,35,BOOKS,0.0,0
929,2013-01-01,35,BREAD/BAKERY,0.0,0
930,2013-01-01,35,CELEBRATION,0.0,0
931,2013-01-01,35,CLEANING,0.0,0
932,2013-01-01,35,DAIRY,0.0,0
933,2013-01-01,35,DELI,0.0,0
934,2013-01-01,35,EGGS,0.0,0
935,2013-01-01,35,FROZEN FOODS,0.0,0
936,2013-01-01,35,GROCERY I,0.0,0
937,2013-01-01,35,GROCERY II,0.0,0
938,2013-01-01,35,HARDWARE,0.0,0
939,2013-01-01,35,HOME AND KITCHEN I,0.0,0
940,2013-01-01,35,HOME AND KITCHEN II,0.0,0
941,2013-01-01,35,HOME APPLIANCES,0.0,0
942,2013-01-01,35,HOME CARE,0.0,0
943,2013-01-01,35,LADIESWEAR,0.0,0
944,2013-01-01,35,LAWN AND GARDEN,0.0,0
945,2013-01-01,35,LINGERIE,0.0,0
946,2013-01-01,35,"LIQUOR,WINE,BEER",0.0,0
947,2013-01-01,35,MAGAZINES,0.0,0
948,2013-01-01,35,MEATS,0.0,0
949,2013-01-01,35,PERSONAL CARE,0.0,0
950,2013-01-01,35,PET SUPPLIES,0.0,0
951,2013-01-01,35,PLAYERS AND ELECTRONICS,0.0,0
952,2013-01-01,35,POULTRY,0.0,0
953,2013-01-01,35,PREPARED FOODS,0.0,0
954,2013-01-01,35,PRODUCE,0.0,0
955,2013-01-01,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
956,2013-01-01,35,SEAFOOD,0.0,0
957,2013-01-01,36,AUTOMOTIVE,0.0,0
958,2013-01-01,36,BABY CARE,0.0,0
959,2013-01-01,36,BEAUTY,0.0,0
960,2013-01-01,36,BEVERAGES,0.0,0
961,2013-01-01,36,BOOKS,0.0,0
962,2013-01-01,36,BREAD/BAKERY,0.0,0
963,2013-01-01,36,CELEBRATION,0.0,0
964,2013-01-01,36,CLEANING,0.0,0
965,2013-01-01,36,DAIRY,0.0,0
966,2013-01-01,36,DELI,0.0,0
967,2013-01-01,36,EGGS,0.0,0
968,2013-01-01,36,FROZEN FOODS,0.0,0
969,2013-01-01,36,GROCERY I,0.0,0
970,2013-01-01,36,GROCERY II,0.0,0
971,2013-01-01,36,HARDWARE,0.0,0
972,2013-01-01,36,HOME AND KITCHEN I,0.0,0
973,2013-01-01,36,HOME AND KITCHEN II,0.0,0
974,2013-01-01,36,HOME APPLIANCES,0.0,0
975,2013-01-01,36,HOME CARE,0.0,0
976,2013-01-01,36,LADIESWEAR,0.0,0
977,2013-01-01,36,LAWN AND GARDEN,0.0,0
978,2013-01-01,36,LINGERIE,0.0,0
979,2013-01-01,36,"LIQUOR,WINE,BEER",0.0,0
980,2013-01-01,36,MAGAZINES,0.0,0
981,2013-01-01,36,MEATS,0.0,0
982,2013-01-01,36,PERSONAL CARE,0.0,0
983,2013-01-01,36,PET SUPPLIES,0.0,0
984,2013-01-01,36,PLAYERS AND ELECTRONICS,0.0,0
985,2013-01-01,36,POULTRY,0.0,0
986,2013-01-01,36,PREPARED FOODS,0.0,0
987,2013-01-01,36,PRODUCE,0.0,0
988,2013-01-01,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
989,2013-01-01,36,SEAFOOD,0.0,0
990,2013-01-01,37,AUTOMOTIVE,0.0,0
991,2013-01-01,37,BABY CARE,0.0,0
992,2013-01-01,37,BEAUTY,0.0,0
993,2013-01-01,37,BEVERAGES,0.0,0
994,2013-01-01,37,BOOKS,0.0,0
995,2013-01-01,37,BREAD/BAKERY,0.0,0
996,2013-01-01,37,CELEBRATION,0.0,0
997,2013-01-01,37,CLEANING,0.0,0
998,2013-01-01,37,DAIRY,0.0,0
999,2013-01-01,37,DELI,0.0,0
